selected_text,sentiment
I think I've finally reached the point in my life where I need a nasal hair trimmer,neutral
Is sooo waking both of them up on my way back to SB  good night america,positive
at home  im so lonely here...,negative
have to go now by'all &lt;3 see ya later guys,neutral
wowzers! thanks! bang bang misses you on the dance floor,neutral
many thanx guys,positive
much hotter,negative
http://twitpic.com/4jgro - me again,neutral
Looking for a new SMS sending solution? http://promotion.itagg.com Get ï¿½6 FREE SMS with every iTAGG!,neutral
"beautiful,a",positive
can't find her favorite Nike shorts,neutral
chillin,positive
i wish paramore would come to ireland,neutral
I think I juz missed my last bus,negative
we can't wait to see you,positive
blood everywhere!!!,negative
bahaha,positive
i love you,positive
missed,negative
Send good vibes!,positive
awesome.,positive
"How can i vote, it wont let me, says they closed the votes in her category  i wanna vote",neutral
"why, hello there  How's life on the other side of the screen?",neutral
Yeah but it doesn't sound indie enough  i need2learn some other tunes and then pick up mo style =] 1hour! I'll c u then ;),neutral
Happy Mothers day,positive
this time there is a theme and it is &quot;purp,neutral
heated.,negative
is allergic to you...Oh NO!,negative
i hate,negative
are you call that winning?,neutral
sorry  you wouldn't believe how much feedback we got on that menu bar icon.  the next version will be a lot more subtl,neutral
dead bird,negative
Handy at times,positive
not that great.,negative
e beautiful,positive
Nvd i was sitting on it,neutral
Happy,positive
forgot,negative
get my wii fit in couple of hours!,neutral
"ooooo I was/am using the iPhone version, I just use the web and sometimes twidget on my mac",neutral
"and it's off to work I go, only 9.5 days until the kiddo's finish",neutral
sick..,negative
happy birthday man!,positive
I just watched that episode again last night.,neutral
guess Ill drive it back nine hours,neutral
r better,positive
Can't imagine a better long weekend,positive
No one loves me  Brittany forgot my flowers...,negative
Im not friends with anyone anymore,negative
Thanks everyone. Unfortunately nothing can be done.,neutral
sorry,negative
CongratulationS.,positive
Don't worry about it.,positive
Lov,positive
****.,negative
This is my anthem right now.... don't leave me high and dry.  ? http://blip.fm/~79fcr,neutral
?,neutral
bullying me,negative
yum!,positive
"hmm. I'm disappointed. I made 2 servings, and I am only able to enjoy one because my stomach is now full  wishing I had company to help.",neutral
happy star wars,positive
et's genitals are in his magic glowing finger,neutral
This is insane.,negative
your not following us,negative
Happy,positive
Hi anyone there?!!!!!!!!!!!!!!,neutral
"Wish I could attend E3 this year. But these small events like the NBA and Stanley Cup Finals keep getting in the way.   Work, work, work.",neutral
Off to my lil sisters  graduation...they grow up so quick,neutral
sucks for you,negative
can you say emotional? im really gonna miss mh,negative
Nice place. Missing Shan-e-Punjab though...,neutral
Yayy,positive
My computer dies soon,negative
"Poor Beta, I took him to Seattle, riding on my lap on the plane. He was happy here until our week long outage-cold did him in",neutral
oops,negative
Thats on Fox isnt it? Never watched it,neutral
super excited,positive
at least 3 more days,neutral
"ï¿½ï¿½h. iï¿½m gonna go in the &quot;big&quot; house now, borrow my sis guitar and play and mayb",neutral
better,positive
ruin,negative
amazing,positive
O dear! HE'S HERE! OMGOGMGO.. U didn't see that I was going to **** u..?,neutral
shower time,neutral
He still doesn't love me..,negative
My ear are popping.,neutral
doesn't sound like fun,negative
Definitely not having any fun this weekend,negative
Thanks,positive
i'll try sort that fabric out for you today...been a busy bee!,neutral
Thanks,positive
Yay!,positive
Hope you guys are safe  There've been deaths already. :-S,neutral
bruised.,negative
got caught in the rain outside. now im cold bbbrrr,neutral
its too nice,positive
regretting th,negative
FAIL,negative
happy days,positive
"Awww, thank you!",positive
"Aye, May the 4th be with you",neutral
"googled mothers day, PHEW, US &amp; UK have different dates! Learn something new every da",neutral
good,positive
d hang out at the beach,positive
"enjoying the early rays of sun,",positive
ooh like what? I'm planning on spending the night in as well,neutral
just giving shouts to all my peoples in Twitterville,neutral
Glad,positive
New top!,neutral
im SOOOOO hungry&amp;i miss alas,negative
At nosely safari park with Leah,neutral
awwww,positive
fun,positive
is feeling so bored..,negative
This is sad,negative
I envy,positive
Goooooodmorning,positive
stupid holiday !,negative
I just single handedly killed 4 flies and a crane fly with my hairbrush!! I'm gonna go disinfect it now...but bugs beware!!,neutral
"I think  has found it (http://bit.ly/3pj876 , but I can't play it",neutral
next time? I might not get there this time if the bus has anything to do with it,neutral
He's Well Cooool ;) Lovve The Ro&amp;Co Sho,positive
best present ever! Have fun breakfast hunting!,positive
the iphone,neutral
good,positive
yeah hun it was a good night  my ankile is even more **** now tho,neutral
just loved it cause its free!,positive
"noooo! Little piggies.  i'll vote anyway, hmpf. We need to hang out soon pls. :hugs!:",neutral
Doesn't quite fit.,negative
Don't count on it,negative
broke,negative
nd it's so hard,negative
Please don't vote for her out of sympathy!,negative
really fun day  gahhh i want my new phone this razr is killin me,neutral
"harrump gagging for beer, noone wants to play",negative
oh wait wrong state,negative
horrible.,negative
Drink #7 or 8 for me (at the club). Been drinking for the past 6 hours.  http://twitpic.com/4wn9q,neutral
Good start,positive
feel like going home and sleep till the next day!,neutral
good comics.,positive
e awesome,positive
ended up inventing my own.,negative
headache,negative
adoarble,positive
"moms, bride &amp; I rockin' the recept",positive
Please get a cell phone with a better camera on it... your pictures are real bad quality compared to those that Miley took,neutral
My phone is ultra fast now with all the latest firmware updates installed!,neutral
don't want to go!!!,negative
thank,positive
I WANNA GO.,neutral
stuvk with the wee stpid thing fo,negative
he isn't happy about it,negative
just 3 days left for the offf 2009 http://www.offf.ws/ in oeiras portugal... see you there,neutral
I'm only 6' 0&q,neutral
e how bad it all was,negative
"hey guys  we just wanted to announce a marathon! so, let's just say...GET READY FOR A COUPLE EPISODES!",neutral
feeling like **** today.,negative
is really really ready!,neutral
couldn't remember wh,negative
I loved johnny carson now I'm going to hate seeing jay leno go  (via ) that's what I was waiting for someone to say!,neutral
Phone went in the toilet   The truth is I'm surprised is hasn't happen sooner!,neutral
Math class ugh.  Rather be a class act.  **** quiz   gotta act fa,negative
i have to be at work at 5 am  ... thanks to me ppl will be getting their freakin starbucks. peace out ppls!,neutral
_In_TX I know what you mean.,neutral
"I mailed  for some help, you got reply right now from him, I didn't get, which should probly mean I won't get it",neutral
Well that's the last of the Fabs gone,neutral
love!!,positive
going to southland,neutral
feel like am at one of those gyms where the machines work you rather than you them,neutral
"yoga for school, what could be better?",neutral
That **** is hard.,negative
happy be,positive
pain,negative
Back from London  Now just catching up on all the tv and sleeping all day!,neutral
&quot;The Complete Black Books&quot; just arrived ... looking forward to some entertaining #tv night,positive
scratchy,negative
Right all strapped in and ready to go,neutral
exhausted,negative
sweet,positive
"i dont study, then i go very bad",negative
Honestly,positive
"uff - hard to get going today, up half the night with 6 year old son",neutral
yay!,positive
i just had the weirdest dream ever and can't see because owi credo is too brighi. But i hate guys,negative
doesnt want exams next week,negative
Dancing was alright to,positive
that little girl still holding her phone while tears are pouring out of her eyes,neutral
great,positive
"I found it, I added it, but it's still blocked!",neutral
I think is The parent trap &amp; High school musical,neutral
I feel almost empty inside today.  Not a good feeling.,negative
**** week all **** week  off,negative
I love strawberries!!,positive
LOL! I hate when that happens!! All hyped up and its over before you know it! Lunch sounds nice..hope you have a nice time.,neutral
good,positive
worth,positive
that's bad luck!,negative
"neighborhood research today, Day 1 of 5....and a little bit of shopping",neutral
love,positive
scary,negative
